Application ID,Do you own or rent?,"If you rent, does your landlord allow pets?",Does your landlord or home insurance place any breed or weight restrictions on the animals you are allowed to have?,Do you have a yard?,Do you have screens in your windows?,Are all the members of your household in agreement about adopting a dog?,Does anyone in the household have pet allergies?,"Do you live in public housing (NYCHA, projects, section 8)?","Are you at least 21 years of age and head of household? If not, you will not be approved to adopt with IOHR.",Why do you want to adopt a dog?,What energy level would work with your lifestyle?,Are your pets up to date on their vaccinations and monthly preventatives (flea/tick and heartworm)?,"Where have your current and previous animals come from? Please list the adoption agency, shelter, or breeder if applicable.",Are your current cats/dogs spayed or neutered and have your past cats/dogs been spayed or neutered?,Have you ever bred an animal,Please provide the name and phone number for your most recent or current veterinarian (even if you don't have the animals anymore). What name are the records listed under? Please note that some vets require your permission to release information to us; please call your vet now and give them permission as this will help expedite the application process!,"On a regular day, how many hours will the dog be left alone?",Where will the dog be kept?,Do you have a contingency plan to pay for unexpected emergency vet bills?,How soon do you want to adopt a pup?,"Have you ever had to give up a pet? If so, why and where did the pet go?",Have you been involved in domestic disturbances in which the police were called in your current living situation?,"If you are adopting with a partner, are you in agreement that the dog will go with one of you should you separate, and not be surrendered back to us or a shelter?","If you are a senior or have serious health conditions, do you have a contingency plan for the dog should you no longer be able to care for it? What is the plan?","Are you willing to work through unexpected hardships with your pet and hire a trainer if need be? i.e. housetraining, separation anxiety, fear, socialization, acclimation to other animals, etc"
https://ps31.petstablished.com/adoption_applications/1143771,Own,,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Current dogs are getting old; I like to have another in place before they get too old.  I have had dogs for 30 years and try to get a new rescue about every five years.,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,Clumber rescue and I know someone who breeds field spaniels who knew of a dog that needed to be placed.,Yes all of my animals are spayed/neutered,"Yes, 25 years ago I showed purebred clumber spaniels. Co-owned a bitch and bred her twice; she remained our pet until she passed at an older age.",Pine Plains Vet 5183989494,4 - 8,In the house,Yes,I am thinking probably in the next few days,No,No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1114204,Own,,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Current dogs are getting old; I like to have another in place before they get too old.,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,Clumber rescue and I know someone who breeds field spaniels who knew of a dog that needed to be placed.,Yes all of my animals are spayed/neutered,"Yes, 25 years ago I showed purebred clumber spaniels. Co-owned a bitch and bred her twice; she remained our pet until she passed at an older age.",Pine Plains Vet 5183989494,4 - 8,In the house,Yes,I am thinking probably in the next few days,No,No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1135237,Rent,I own my home and do not need approval from a landlord,,I don't have a yard. ,Yes,Yes,No,No,Yes,We want a new member in the family . we want to give love and care to the puppies . ,Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,Friends gave us the cat,Yes all of my animals are spayed/neutered,No,We take our cat to petco for vaccines ,0 - 4,House,Yes,"Right away, hand that dog over!",No,No,Yes ,,Yes
https://ps31.petstablished.com/adoption_applications/1141783,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We want to give a dog a great home.  We love dogs!,Energetic - Running buddy,I do not currently have pets,Breed,I don't have animals ,No,"Dr. Zimmerman Ossining NY",0 - 4,At home (private home),Yes,"Right away, hand that dog over!",No,No,No partner.  Dogs will be with us ,Not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1138415,Rent,"Yes, my landlord allows pets",NO,"Yes, an unfenced yard.",Yes,Yes,NO,No,YES,"The puppy will be for my son, he just loves dogs and he wants to add a dog to increase our family size, and he said that would be his best friend","Mellow - Short, daily walks",I do not currently have pets,n/a,I don't have animals ,no,n/a,0 - 4,home,"yes, insurance ","Right away, hand that dog over!",no,no,yes,n/a,Yes
https://ps31.petstablished.com/adoption_applications/1138227,Rent,"Yes, my landlord allows pets","No, they do not! ",I don't have a yard. ,Yes,Yes,Thankfully no. ,No,Yes,I’ve always loved animals. I grew up around dogs and they are just so comforting and sweet. I’m finally in a city that is all about dogs and almost everyone in my building has 1 or 2. Having a dog to me is like having a child. They really bring so much joy to your life. ,Active - Short walks and dog park play,I do not currently have pets,Mt pleasant animal shelter ,I don't have animals ,No,Eagle rock vet in west orange NJ. ,0 - 4,My husband and I are very active everyday and the dog would be with us. We work in Livingston and my in laws have a big backyard with a 6 foot fence that I’d let him/ her run around with me in and allow them to play and get their energy out. My office is in their house so the dog will be with me ,Yes ,"Right away, hand that dog over!","Yes, I adopted a puppy and had landlords that were very unfair. My best friends conworker adopted him and love him like their own. They also paid 10 thousand dollars for his surgery. He is in great hands. If they wouldn’t take him I would’ve kept the dog ",No,Yes ,,Yes
https://ps31.petstablished.com/adoption_applications/1110535,Rent,"Yes, my landlord allows pets",No my building is very animal friendly,I don't have a yard. ,No,Yes,Yes I need a hypoallergenic dog,No,Yes,I’m very involved with animal rescues. I’ve been a member of ASPCA  and also support BFAS & ARF. My family adopted a yorkie poo and he has brought so much joy to our family. In the past we’ve bought puppies and raised them. We love all our dogs but our relationship with him is extra special. I’m at a point in my life now where I’m ready to give all my love and attention to a dog that is the right fit. (Hypoallergenic) ,"Mellow - Short, daily walks",I do not currently have pets,"Nelly from a breeder in Nebraska that is out of businessHenry is from haven to home",Yes all of my animals are spayed/neutered,Never,AMC & Hamptonburgh animal vet in Campbell hall New York ,0 - 4,Between my apartment in NYC and my family farm in Orange County New York ,My cousin is a vet at AMC and I also plan to have an insurance plan on the new dog,"I am uncertain, it would depend on me finding the right dog",Never,Never,N/A,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1111840,Rent,"Yes, my landlord allows pets","Yes, but miniature schnauzer is not on the list",I don't have a yard. ,Yes,Yes,no,No,Yes,I love dogs and I dog sit my friends' dogs and I am ready to adopt my forever dog ,Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,no,N/A,4 - 8,Will be free to roam around living space,I have plenty of money ,"Right away, hand that dog over!",No,No,N/A,"N/A, but if that should happen my friend Kyndra is a pet adoption volunteer and will take the dog in her home",Yes
https://ps31.petstablished.com/adoption_applications/1137926,Rent,"Yes, my landlord allows pets",,I don't have a yard. ,No,Yes,No,No,Yes,Love dogs,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Not applicable,I don't have animals ,Yes,N/A,4 - 8,Home,Yes,I am thinking probably in the next few days,No,No,Yes,N/A no serious health conditions,Yes
https://ps31.petstablished.com/adoption_applications/1137708,Own,I own my home and do not need approval from a landlord,N/a,"Yes, a fenced yard.",Yes,Yes,"Yes, I do. I want to adopt a hypoallergenic dog like Sky.",No,Yes,For a companion ,"Mellow - Short, daily walks",I do not currently have pets,"Providence animal shelter in media, pa",I don't have animals ,No,"Caring hands vet on grant ave, Philadelphia pa 19114 2156218959",0 - 4,Inside with me.,"Yes, I have an emergency savings account ",I am thinking probably in the next few days,A friend of mine took Maggie because I was working Downtown Philadelphia.  I am working from home now.,No,I am not adopting with a partner ,I am not a senior ,Yes
https://ps31.petstablished.com/adoption_applications/1138705,Own,I own my home and do not need approval from a landlord,no,"Yes, an unfenced yard.",Yes,Yes,no,No,yes,"I love dogs. I lost my best friend Brushchi after 14 wonderful years.I have been looking to get another dog. I would liketo find a rescue to give it a nice home. I miss my dog walks. I miss watching the balll games with Brushchi.",Energetic - Running buddy,I do not currently have pets,"Jack -newspaperBrushchi breeder in Harwington CT",Some of my animals are spayed/neutered,no,Dr. James Greer 364 Old Hartford Rd. Colchester ct 06415. 860-5373435,0 - 4,house and finished basement,yes,"Right away, hand that dog over!",no,no,married 35 years. We are partners for life.  Yes,Yes my wife will look after the dog.  Also my daughter will take the dog.,Yes
https://ps31.petstablished.com/adoption_applications/1136175,Own,I own my home and do not need approval from a landlord,Homeowners insurance places no restrictions on pets.,"Yes, a fenced yard.",Yes,Yes,"Yes. Vivian is allergic to cats and most dogs. We previously had a poodle and she was fine with it, though.",No,Yes.,We miss the snuggles and fun and are over the most difficult part of mourning the death of our last dog. There are many other little reasons but that pretty much sums it up.,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Marbles was from what is now Providence Animal Center in Media, PA before they changed their name. Cocoa was adopted from Coming Home Rescue in New Jersey (they are now closed). Butterscotch was adopted through a friend of a friend who rescued him from some family that got a baby bunny for their kid at Easter. Idiots. Butterscotch was about 8 months old when we were able to give him a forever home. Butterscotch is not neutered but all my dogs and cats have been.",Yes all of my animals are spayed/neutered,No.,"Media Veterinary Hospital, 610-566-1936 Records will be under Lehman with pet’s names Cocoa Chanel and Butterscotch and they may still list Marbles even though she lives with Emily now",0 - 4,"In our home. Depending on the age of the dog and whether they are already comfortable in a crate, we will either crate train or leave the dog in his/her crate most of the time when we are gone. I work from home most of the time so there would not usually be much alone time for the dog.","Our vet offers an excellent pet insurance plan that we intend to use for this dog, too.","Right away, hand that dog over!","Sadly, yes. We had two small children and purchased a puppy from a breeder (we were ignorant). Within a month we found out I was pregnant (surprise!).  We were able to rehome the sweet Cockapoo pup through friends before I became too big to manage puppy care and training. Her name was Sugar. Her care records may still be in our file at the Media Vet.",No,Yes,Not applicable.,Yes
https://ps31.petstablished.com/adoption_applications/1136843,Rent,"Yes, my landlord allows pets",no,I don't have a yard. ,Yes,Yes,no,No,yes,as a friend.,Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,form word of mouth adoptions.  We heard about cats that need a new home from friends.,Yes all of my animals are spayed/neutered,no,Williamsburg animal clinic  (718) 302-2420,0 - 4,The dog will come to work with me 9am-6pm. It will be crated overnight until house broken.,yes,I am thinking probably in the next few days,"Yes, I had a puppy/ dog for 4 years. I moved across the country and could not take the dog with me. The dog lived the remaining 12 years on my families farm in SC.",no,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1135879,Own,,,"Yes, a fenced yard.",Yes,Yes,No ,No,Yes ,"Growing up my family was always raised with dogs and we just recently bought a house, so we finally have the opportunity to have a dog of our own. We are all very excited to engage in this adventure. ",Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,No,N/A,4 - 8,In the house ,Yes ,"Right away, hand that dog over!",No,No,N.A,,Yes
https://ps31.petstablished.com/adoption_applications/1126126,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes,"We have always loved animals, but dogs primarily. Our dream was to always own one, and we couldn’t think of a better way to do this than adoption! ",Active - Short walks and dog park play,I do not currently have pets,Missy was given to my grandmother by a family friend. ,I don't have animals ,No,My grandmother used ASPCA for Missy’s vaccines and to have her spayed. ,0 - 4,"At home, will have cushioned bed, food, water and toys ","Yes, savings primarily for a pet. ",I am thinking probably in the next few days,No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1125601,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes,"U.S Army Veteran, looking for a furry friend to join my family and bond with.",Active - Short walks and dog park play,I do not currently have pets,"Previous Animals have come from breeders. Got them when I was younger as a gift from my grandmother, unaware of which breeder. ",I don't have animals ,No ,N/A,4 - 8,In the apartment,Yes,I am thinking probably in the next few days,No,No,No,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1130346,Rent,"Yes, my landlord allows pets",No,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,"Now that my life is slowing down, I have the time to care for a pup the way it deserves to be cared for.",Active - Short walks and dog park play,I do not currently have pets,My dog came from a lady down the street from my house in Oregon. She passed away last year.,I don't have animals ,No,Records would be listed under Le King. I think the vet we took him to is Broadway Veterinary Clinic.,0 - 4,At my home.,Yes. I have an emergency rainy day fund.,"I am taking my time, a few weeks is fine ",No,No,Yes,,Yes
